MP_ID,AREA_NO,HOLIDAY,ELECTRO_TYPE,TRADE_NO,WINDSPEED,LAPSERATE,AIRPRESSURE,HUMIDITY,PRECIPITATIONRANINFALL
11344671,35401,2,100,1760,2.9625,26.2875,997.2041667,82.33333333,0
12070363,35401,0,100,1710,1.675,22.15416667,997.75,96.375,34
12070363,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
12554668,35401,0,100,1760,2.3625,26.24583333,997.1166667,83.41666667,0
12554668,35401,0,100,1760,2.7625,29.28333333,996.0083333,79.95833333,0
12554668,35401,0,100,1760,3.0125,25.725,996.125,87.75,54
12554668,35401,2,100,1760,2.9625,26.2875,997.2041667,82.33333333,0
12968995,35401,0,100,1760,1.675,22.15416667,997.75,96.375,34
12968995,35401,0,100,1760,2.7625,29.28333333,996.0083333,79.95833333,0
12969007,35401,0,100,1750,1.675,22.15416667,997.75,96.375,34
13056777,35401,2,100,1750,2.9625,26.2875,997.2041667,82.33333333,0
13310330,35401,1,405,7490,4.1375,29.12083333,995.3166667,74.5,0
13511123,35401,0,100,1720,2.7625,29.28333333,996.0083333,79.95833333,0
13511123,35401,1,100,1720,4.1375,29.12083333,995.3166667,74.5,0
13747487,35401,0,100,1710,2.7625,29.28333333,996.0083333,79.95833333,0
13747487,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
13924629,35401,0,100,1360,1.675,22.15416667,997.75,96.375,34
13924629,35401,0,100,1360,2.7625,29.28333333,996.0083333,79.95833333,0
13924629,35401,0,100,1360,3.0125,25.725,996.125,87.75,54
13924629,35401,2,100,1360,2.9625,26.2875,997.2041667,82.33333333,0
14081226,35401,0,405,6510,2.3625,26.24583333,997.1166667,83.41666667,0
14246315,35401,0,203,6790,2.3625,26.24583333,997.1166667,83.41666667,0
14246318,35401,0,203,6790,1.675,22.15416667,997.75,96.375,34
14246318,35401,0,203,6790,2.7625,29.28333333,996.0083333,79.95833333,0
14246318,35401,2,203,6790,2.9625,26.2875,997.2041667,82.33333333,0
15708658,35401,0,401,8510,2.3625,26.24583333,997.1166667,83.41666667,0
15708658,35401,0,401,8510,2.7625,29.28333333,996.0083333,79.95833333,0
15708658,35401,0,401,8510,3.0125,25.725,996.125,87.75,54
16127638,35401,0,203,8440,1.675,22.15416667,997.75,96.375,34
16127638,35401,0,203,8440,2.3625,26.24583333,997.1166667,83.41666667,0
16127638,35401,1,203,8440,4.1375,29.12083333,995.3166667,74.5,0
16134390,35401,0,100,2020,2.7625,29.28333333,996.0083333,79.95833333,0
16355923,35401,0,401,8510,1.675,22.15416667,997.75,96.375,34
16571622,35401,0,405,7490,1.675,22.15416667,997.75,96.375,34
16571622,35401,0,405,7490,2.7625,29.28333333,996.0083333,79.95833333,0
16595136,35401,0,405,7490,1.675,22.15416667,997.75,96.375,34
16595136,35401,0,405,7490,2.7625,29.28333333,996.0083333,79.95833333,0
16595136,35401,0,405,7490,3.0125,25.725,996.125,87.75,54
16650018,35401,2,405,6510,2.9625,26.2875,997.2041667,82.33333333,0
16650527,35401,0,405,6510,1.675,22.15416667,997.75,96.375,34
16650527,35401,0,405,6510,2.7625,29.28333333,996.0083333,79.95833333,0
16650527,35401,0,405,6510,3.0125,25.725,996.125,87.75,54
16663655,35401,0,405,7490,3.0125,25.725,996.125,87.75,54
16663655,35401,1,405,7490,4.1375,29.12083333,995.3166667,74.5,0
16665364,35401,0,100,1750,1.675,22.15416667,997.75,96.375,34
16755932,35401,0,100,1710,1.675,22.15416667,997.75,96.375,34
16755932,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
16760326,35401,1,100,3930,4.1375,29.12083333,995.3166667,74.5,0
16806513,35401,0,100,3550,1.675,22.15416667,997.75,96.375,34
16806513,35401,0,100,3550,2.3625,26.24583333,997.1166667,83.41666667,0
16806513,35401,0,100,3550,2.7625,29.28333333,996.0083333,79.95833333,0
16806513,35401,0,100,3550,3.0125,25.725,996.125,87.75,54
16831157,35401,0,100,4060,2.3625,26.24583333,997.1166667,83.41666667,0
16831157,35401,0,100,4060,2.7625,29.28333333,996.0083333,79.95833333,0
16831157,35401,1,100,4060,4.1375,29.12083333,995.3166667,74.5,0
16845870,35401,0,100,3130,1.675,22.15416667,997.75,96.375,34
16845870,35401,0,100,3130,3.0125,25.725,996.125,87.75,54
16845870,35401,2,100,3130,2.9625,26.2875,997.2041667,82.33333333,0
16900015,35401,2,100,1710,2.1375,23.725,1000.079167,87.08333333,1
16900015,35401,2,100,1710,2.9625,26.2875,997.2041667,82.33333333,0
16918479,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
16918479,35401,1,100,1710,4.1375,29.12083333,995.3166667,74.5,0
16918479,35401,2,100,1710,2.1375,23.725,1000.079167,87.08333333,1
17079929,35401,0,100,1530,2.3625,26.24583333,997.1166667,83.41666667,0
17079929,35401,0,100,1530,2.7625,29.28333333,996.0083333,79.95833333,0
17080033,35401,2,100,1430,2.9625,26.2875,997.2041667,82.33333333,0
17152263,35401,0,100,1710,2.7625,29.28333333,996.0083333,79.95833333,0
17152263,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
17152263,35401,1,100,1710,4.1375,29.12083333,995.3166667,74.5,0
17155326,35401,0,100,1750,3.0125,25.725,996.125,87.75,54
17199479,35401,0,401,8510,2.3625,26.24583333,997.1166667,83.41666667,0
17199479,35401,0,401,8510,2.7625,29.28333333,996.0083333,79.95833333,0
17199479,35401,0,401,8510,3.0125,25.725,996.125,87.75,54
17199479,35401,1,401,8510,4.1375,29.12083333,995.3166667,74.5,0
17200096,35401,0,401,8510,1.675,22.15416667,997.75,96.375,34
17200096,35401,1,401,8510,4.1375,29.12083333,995.3166667,74.5,0
17200096,35401,2,401,8510,2.1375,23.725,1000.079167,87.08333333,1
17200099,35401,0,401,8510,2.7625,29.28333333,996.0083333,79.95833333,0
17200099,35401,1,401,8510,4.1375,29.12083333,995.3166667,74.5,0
17202766,35401,0,100,6020,2.3625,26.24583333,997.1166667,83.41666667,0
17296485,35401,0,100,1720,1.675,22.15416667,997.75,96.375,34
17318602,35401,0,405,6580,1.675,22.15416667,997.75,96.375,34
17318602,35401,2,405,6580,2.9625,26.2875,997.2041667,82.33333333,0
17323515,35401,0,100,1720,2.7625,29.28333333,996.0083333,79.95833333,0
17323515,35401,2,100,1720,2.9625,26.2875,997.2041667,82.33333333,0
17339592,35401,0,405,6580,3.0125,25.725,996.125,87.75,54
17530275,35401,0,100,1810,3.0125,25.725,996.125,87.75,54
17530278,35401,0,100,1810,2.3625,26.24583333,997.1166667,83.41666667,0
17530278,35401,2,100,1810,2.9625,26.2875,997.2041667,82.33333333,0
17809313,35401,0,100,4620,1.675,22.15416667,997.75,96.375,34
17809313,35401,0,100,4620,2.3625,26.24583333,997.1166667,83.41666667,0
17809313,35401,0,100,4620,2.7625,29.28333333,996.0083333,79.95833333,0
17809316,35401,0,100,4620,1.675,22.15416667,997.75,96.375,34
17809316,35401,0,100,4620,2.3625,26.24583333,997.1166667,83.41666667,0
17809316,35401,0,100,4620,3.0125,25.725,996.125,87.75,54
17809316,35401,2,100,4620,2.9625,26.2875,997.2041667,82.33333333,0
17850679,35401,0,405,6510,1.675,22.15416667,997.75,96.375,34
17850679,35401,0,405,6510,2.3625,26.24583333,997.1166667,83.41666667,0
17898015,35401,2,405,6510,2.1375,23.725,1000.079167,87.08333333,1
18252723,35401,0,401,7490,1.675,22.15416667,997.75,96.375,34
18252723,35401,1,401,7490,4.1375,29.12083333,995.3166667,74.5,0
18252723,35401,2,401,7490,2.9625,26.2875,997.2041667,82.33333333,0
18360026,35401,2,100,1710,2.1375,23.725,1000.079167,87.08333333,1
18360026,35401,2,100,1710,2.9625,26.2875,997.2041667,82.33333333,0
18429034,35401,0,401,7490,2.7625,29.28333333,996.0083333,79.95833333,0
18429937,35401,0,401,7490,3.0125,25.725,996.125,87.75,54
18518567,35401,0,100,2990,1.675,22.15416667,997.75,96.375,34
18518567,35401,0,100,2990,2.7625,29.28333333,996.0083333,79.95833333,0
18538134,35401,0,100,1750,2.7625,29.28333333,996.0083333,79.95833333,0
18570825,35401,0,100,1750,2.7625,29.28333333,996.0083333,79.95833333,0
18570825,35401,2,100,1750,2.9625,26.2875,997.2041667,82.33333333,0
18598044,35401,0,100,3000,2.7625,29.28333333,996.0083333,79.95833333,0
18598044,35401,0,100,3000,3.0125,25.725,996.125,87.75,54
18621324,35401,1,100,6010,4.1375,29.12083333,995.3166667,74.5,0
18621324,35401,2,100,6010,2.9625,26.2875,997.2041667,82.33333333,0
18635477,35401,0,203,8440,2.3625,26.24583333,997.1166667,83.41666667,0
18635477,35401,1,203,8440,4.1375,29.12083333,995.3166667,74.5,0
18645328,35401,0,100,1710,2.7625,29.28333333,996.0083333,79.95833333,0
18645328,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
18646146,35401,0,100,1760,1.675,22.15416667,997.75,96.375,34
18646146,35401,1,100,1760,4.1375,29.12083333,995.3166667,74.5,0
18646146,35401,2,100,1760,2.9625,26.2875,997.2041667,82.33333333,0
18646190,35401,0,100,1750,1.675,22.15416667,997.75,96.375,34
18646190,35401,0,100,1750,3.0125,25.725,996.125,87.75,54
18646190,35401,1,100,1750,4.1375,29.12083333,995.3166667,74.5,0
18646845,35401,0,100,1760,2.7625,29.28333333,996.0083333,79.95833333,0
18647022,35401,1,100,1750,4.1375,29.12083333,995.3166667,74.5,0
18647022,35401,2,100,1750,2.9625,26.2875,997.2041667,82.33333333,0
18647190,35401,0,100,1750,1.675,22.15416667,997.75,96.375,34
18647190,35401,0,100,1750,3.0125,25.725,996.125,87.75,54
18668852,35401,0,100,1760,1.675,22.15416667,997.75,96.375,34
18668869,35401,0,100,1710,2.3625,26.24583333,997.1166667,83.41666667,0
18668869,35401,1,100,1710,4.1375,29.12083333,995.3166667,74.5,0
18696816,35401,0,405,5720,2.7625,29.28333333,996.0083333,79.95833333,0
18696816,35401,0,405,5720,3.0125,25.725,996.125,87.75,54
18697859,35401,0,100,1710,2.7625,29.28333333,996.0083333,79.95833333,0
18697859,35401,0,100,1710,3.0125,25.725,996.125,87.75,54
18730806,35401,0,100,1760,1.675,22.15416667,997.75,96.375,34
18730806,35401,1,100,1760,4.1375,29.12083333,995.3166667,74.5,0
18731397,35401,0,402,5710,1.675,22.15416667,997.75,96.375,34
18731397,35401,2,402,5710,2.9625,26.2875,997.2041667,82.33333333,0
18731532,35401,0,100,1710,1.675,22.15416667,997.75,96.375,34
18731532,35401,1,100,1710,4.1375,29.12083333,995.3166667,74.5,0
18809844,35401,0,100,3130,1.675,22.15416667,997.75,96.375,34
